Id,Date,Time,Country,League,HomeTeam,AwayTeam,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
Q5pxTPMH,03/05/2025,09:00,GERMANY,GERMANY: 3. LIGA,Saarbrucken,Verl,1.85,3.5,3.7,1.93,1.93,1.8,1.91,03/05/2025 09:00
bXNIu36N,03/05/2025,09:00,GERMANY,GERMANY: 3. LIGA,Sandhausen,Hansa Rostock,3.2,3.4,2.05,1.75,2.05,1.62,2.2,03/05/2025 09:00
bJrpR3iU,03/05/2025,09:00,GERMANY,GERMANY: 3. LIGA,Stuttgart II,Alemannia Aachen,2.88,3.2,2.35,2.03,1.83,1.73,2.0,03/05/2025 09:00
UiW1qo7b,03/05/2025,09:00,GERMANY,GERMANY: 3. LIGA,Wehen,Dortmund II,2.15,3.4,3.0,1.7,2.1,1.57,2.25,03/05/2025 09:00
j7KAsPyB,03/05/2025,11:30,GERMANY,GERMANY: 3. LIGA,Arminia Bielefeld,SG Dynamo Dresden,2.05,3.4,3.2,1.67,2.15,1.57,2.25,03/05/2025 11:30
S6veOjS0,03/05/2025,07:00,GERMANY,GERMANY: BUNDESLIGA WOMEN,Bayer Leverkusen W,RB Leipzig W,,,,,,,,03/05/2025 07:00
0hOErLDF,03/05/2025,09:00,GERMANY,GERMANY: BUNDESLIGA WOMEN,Potsdam W,Wolfsburg W,,,,,,,,03/05/2025 09:00
GWS3DyVP,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Golden Kick,Kings Palace,,,,,,,,03/05/2025 12:00
tnnmKD74,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,King Faisal,Ebusua,,,,,,,,03/05/2025 12:00
0pMi2BMO,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Nania,ADVSA,,,,,,,,03/05/2025 12:00
WjqEYCMc,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,New Edubiase,Elmina Sharks,,,,,,,,03/05/2025 12:00
0Kh3UDwf,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Northern City,Wa Power,,,,,,,,03/05/2025 12:00
fJoCSi86,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,Sore Nante,Walewale,,,,,,,,03/05/2025 12:00
8MDOydoK,03/05/2025,12:00,GHANA,GHANA: DIVISION ONE LEAGUE,VC Warriors,Yapei,,,,,,,,03/05/2025 12:00
A3uB4rMa,03/05/2025,11:30,GIBRALTAR,GIBRALTAR: NATIONAL LEAGUE - CHAMPIONSHIP GROUP,St Josephs,Lions Gibraltar,,,,,,,,03/05/2025 11:30
KzOMOmI6,03/05/2025,14:00,GREECE,GREECE: SUPER LEAGUE - CONFERENCE LEAGUE GROUP,Asteras Tripolis,Atromitos,2.0,3.2,4.0,2.4,1.53,2.1,1.67,03/05/2025 14:00
vwvOMRnJ,03/05/2025,14:00,GREECE,GREECE: SUPER LEAGUE - CONFERENCE LEAGUE GROUP,OFI Crete,Aris,3.8,3.6,1.91,1.9,1.95,1.75,2.0,03/05/2025 14:00
0ldFVGAF,03/05/2025,08:45,GREECE,GREECE: SUPER LEAGUE 2 - PROMOTION GROUP,Iraklis 1908,Makedonikos,,,,,,,,03/05/2025 08:45
dGkOTfuS,03/05/2025,08:45,GREECE,GREECE: SUPER LEAGUE 2 - PROMOTION GROUP,Kampaniakos,Giannina,,,,,,,,03/05/2025 08:45
bLNXJYTg,03/05/2025,08:45,GREECE,GREECE: SUPER LEAGUE 2 - RELEGATION GROUP,Diagoras,Kavala,,,,,,,,03/05/2025 08:45
6oRuICb6,03/05/2025,08:45,GREECE,GREECE: SUPER LEAGUE 2 - RELEGATION GROUP,Niki Volos,PAOK B,,,,,,,,03/05/2025 08:45
0pKaSp5E,03/05/2025,18:00,GUATEMALA,GUATEMALA: LIGA NACIONAL - CLAUSURA - PLAY OFFS - QUARTER-FINALS,Coban Imperial,Malacateco,1.75,3.3,4.6,2.05,1.6,1.93,1.7,03/05/2025 18:00
63AEMFYh,03/05/2025,21:00,GUATEMALA,GUATEMALA: LIGA NACIONAL - CLAUSURA - PLAY OFFS - QUARTER-FINALS,Antigua,Guastatoya,1.63,3.45,5.0,1.95,1.76,1.94,1.77,03/05/2025 21:00
SEWpWerJ,03/05/2025,12:00,GUINEA,GUINEA: LIGUE 1,Ashanti GB,SOAR,,,,,,,,03/05/2025 12:00
bZvUZwqf,03/05/2025,12:00,GUINEA,GUINEA: LIGUE 1,Horoya,Foot Elite,,,,,,,,03/05/2025 12:00
WnwxYHD6,03/05/2025,12:00,GUINEA,GUINEA: LIGUE 1,Sangaredi,Kaloum Star,,,,,,,,03/05/2025 12:00
d28PHnlK,03/05/2025,18:00,HONDURAS,HONDURAS: LIGA NACIONAL - CLAUSURA,Juticalpa,Real Sociedad,2.28,3.25,2.8,2.36,1.53,2.08,1.67,03/05/2025 18:00
SpaeCQBs,03/05/2025,22:00,HONDURAS,HONDURAS: LIGA NACIONAL - CLAUSURA,Olimpia,Genesis,,,,,,,,03/05/2025 22:00
Mqh4A4tf,03/05/2025,22:00,HONDURAS,HONDURAS: LIGA NACIONAL - CLAUSURA,Real Espana,Olancho,1.61,3.6,5.0,2.05,1.69,2.05,1.69,03/05/2025 22:00
fcjC8rB6,03/05/2025,22:00,HONDURAS,HONDURAS: LIGA NACIONAL - CLAUSURA,UPNFM,Marathon,3.4,3.4,1.95,1.89,1.81,1.77,1.94,03/05/2025 22:00
jPqL6MuJ,03/05/2025,22:00,HONDURAS,HONDURAS: LIGA NACIONAL - CLAUSURA,Victoria,Motagua,3.1,3.4,2.06,1.72,2.01,1.62,2.17,03/05/2025 22:00
WSdUPZjM,03/05/2025,08:00,HUNGARY,HUNGARY: OTP BANK LIGA,Ujpest,Gyor,2.4,3.4,2.75,1.67,2.15,1.57,2.25,03/05/2025 08:00
0I5ntey3,03/05/2025,10:30,HUNGARY,HUNGARY: OTP BANK LIGA,Debrecen,MTK Budapest,1.85,3.8,3.7,1.62,2.25,1.57,2.25,03/05/2025 10:30
MXgevZ5F,03/05/2025,14:30,HUNGARY,HUNGARY: OTP BANK LIGA,Ferencvaros,Puskas Academy,1.6,4.0,5.0,1.75,2.05,1.83,1.83,03/05/2025 14:30
2otROX3L,03/05/2025,13:00,ICELAND,ICELAND: DIVISION 1,IR Reykjavik,Volsungur,,,,,,,,03/05/2025 13:00
jyU1fd65,03/05/2025,10:00,ICELAND,ICELAND: DIVISION 2,KFA,Kormakur/Hvot,,,,,,,,03/05/2025 10:00
nkrxvyMO,03/05/2025,11:00,ICELAND,ICELAND: DIVISION 2,Kari,Throttur Vogar,,,,,,,,03/05/2025 11:00
jNlTuciC,03/05/2025,11:00,ICELAND,ICELAND: DIVISION 2,Vidir,Olafsvik,,,,,,,,03/05/2025 11:00
bTBfdIyg,03/05/2025,12:00,ICELAND,ICELAND: DIVISION 2,Grotta,Hottur / Huginn,,,,,,,,03/05/2025 12:00
CjIAhzyI,03/05/2025,13:00,ICELAND,ICELAND: DIVISION 2,Dalvik/Reynir,Haukar,,,,,,,,03/05/2025 13:00
W6gfPkPE,03/05/2025,11:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Breidablik W,Vikingur Reykjavik W,1.24,5.3,8.5,1.39,2.85,1.8,1.94,03/05/2025 11:00
IRB71nX7,03/05/2025,11:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Fram W,FHL W,2.32,3.65,2.47,1.49,2.5,1.46,2.6,03/05/2025 11:00
WUysGon1,03/05/2025,11:30,ICELAND,ICELAND: BESTA DEILD WOMEN,Thor/KA W,Hafnarfjordur W,1.78,3.55,3.75,1.65,1.98,1.68,2.11,03/05/2025 11:30
O4YYH7Hl,03/05/2025,14:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Stjarnan W,Valur W,11.75,5.3,1.2,,,,,03/05/2025 14:00
4Ki2NTgR,03/05/2025,14:00,ICELAND,ICELAND: BESTA DEILD WOMEN,Throttur W,Tindastoll W,1.16,6.3,11.25,1.29,3.35,1.86,1.88,03/05/2025 14:00
OxpWFgEd,03/05/2025,11:30,INDIA,INDIA: SUPER CUP - FINAL,Goa,Jamshedpur,,,,,,,,03/05/2025 11:30
lEdNXyLE,03/05/2025,05:30,INDONESIA,INDONESIA: LIGA 1,Persita,PSBS Biak Numfor,3.4,3.25,2.05,1.82,1.78,1.65,1.98,03/05/2025 05:30
ptjWVFkR,03/05/2025,09:00,INDONESIA,INDONESIA: LIGA 1,PSS Sleman,PSM Makassar,4.15,3.45,1.8,1.78,1.82,1.7,1.91,03/05/2025 09:00
fLY8nu4E,03/05/2025,11:30,IRAQ,IRAQ: STARS LEAGUE,Naft Missan,Al-Qassim,,,,,,,,03/05/2025 11:30
2oxHpJYQ,03/05/2025,14:30,IRAQ,IRAQ: STARS LEAGUE,Al-Karma,Al Minaa,,,,,,,,03/05/2025 14:30
MVImucdl,03/05/2025,14:30,IRAQ,IRAQ: STARS LEAGUE,Newroz,Al Shorta,,,,,,,,03/05/2025 14:30
Y3m2tlyn,03/05/2025,11:00,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,DLR Waves W,Shamrock Rovers W,,,,,,,,03/05/2025 11:00
UVtBvS5b,03/05/2025,11:00,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,Sligo Rovers W,Peamount W,,,,,,,,03/05/2025 11:00
xdpJx6zB,03/05/2025,11:00,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,Treaty Utd W,Shelbourne W,,,,,,,,03/05/2025 11:00
dpciKcKq,03/05/2025,13:00,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,Cork City W,Bohemians WFC W,,,,,,,,03/05/2025 13:00
pKhotus3,03/05/2025,14:00,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,Wexford W,Waterford W,,,,,,,,03/05/2025 14:00
UBAbIykd,03/05/2025,15:35,IRELAND,IRELAND: NATIONAL LEAGUE WOMEN,Galway United W,Athlone WFC W,,,,,,,,03/05/2025 15:35
EFOCy5be,03/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - RELEGATION GROUP,Hapoel Jerusalem,Ironi Tiberias,2.25,3.25,3.0,2.05,1.8,1.8,1.91,03/05/2025 14:30
MHqYrm6L,03/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - RELEGATION GROUP,Kiryat Shmona,Sakhnin,3.3,3.2,2.1,2.08,1.73,1.83,1.83,03/05/2025 14:30
6kL4wRTr,03/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - RELEGATION GROUP,Maccabi Bnei Raina,Hapoel Hadera,1.91,3.25,3.95,2.1,1.65,1.88,1.82,03/05/2025 14:30
EitQp9y9,03/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - RELEGATION GROUP,Maccabi Petah Tikva,SC Ashdod,2.4,3.25,2.63,2.0,1.85,1.73,2.0,03/05/2025 14:30
Y52Xjs36,03/05/2025,14:30,ISRAEL,ISRAEL: LIGAT HA'AL - CHAMPIONSHIP GROUP,Maccabi Haifa,Hapoel Haifa,1.53,4.0,4.75,1.5,2.5,1.57,2.25,03/05/2025 14:30
lvbRzV9N,03/05/2025,14:00,ITALY,ITALY: SUPER CUP,Avellino,Padova,,,,,,,,03/05/2025 14:00
G8n4o9vo,03/05/2025,06:00,ITALY,ITALY: PRIMAVERA 1,AS Roma U20,Inter U20,,,,,,,,03/05/2025 06:00
SrEGfDHb,03/05/2025,06:00,ITALY,ITALY: PRIMAVERA 1,Lecce U20,Empoli U20,,,,,,,,03/05/2025 06:00
SOkZszYh,03/05/2025,08:00,ITALY,ITALY: PRIMAVERA 1,Cagliari U20,Bologna U20,,,,,,,,03/05/2025 08:00
MoB8dZnn,03/05/2025,08:00,ITALY,ITALY: PRIMAVERA 1,Juventus U20,Sassuolo U20,,,,,,,,03/05/2025 08:00
dO5XjVGN,03/05/2025,10:00,ITALY,ITALY: PRIMAVERA 1,Monza U20,Torino U20,,,,,,,,03/05/2025 10:00
YHAd3OZ7,03/05/2025,10:00,ITALY,ITALY: SERIE A WOMEN - RELEGATION GROUP,Lazio W,Sassuolo W,,,,,,,,03/05/2025 10:00
xjHm5p5e,03/05/2025,13:00,ITALY,ITALY: SERIE A WOMEN - RELEGATION GROUP,Sampdoria W,Como W,,,,,,,,03/05/2025 13:00
8SQiSRED,03/05/2025,07:30,ITALY,ITALY: SERIE A WOMEN - CHAMPIONSHIP GROUP,Inter W,Fiorentina W,,,,,,,,03/05/2025 07:30
YHGXYCtI,03/05/2025,12:30,IVORY COAST,IVORY COAST: LIGUE 1,AS Denguele,ASEC Mimosas,,,,,,,,03/05/2025 12:30
hKWYWjBU,03/05/2025,12:30,IVORY COAST,IVORY COAST: LIGUE 1,Racing d'Abidjan,Lys Sassandra,,,,,,,,03/05/2025 12:30
rqCrifdn,03/05/2025,15:00,IVORY COAST,IVORY COAST: LIGUE 1,Mouna,Stade d'Abidjan,,,,,,,,03/05/2025 15:00
YHjSO3mn,03/05/2025,01:00,JAPAN,JAPAN: J1 LEAGUE,Sanfrecce Hiroshima,Avispa Fukuoka,1.85,3.4,4.5,2.35,1.57,2.1,1.67,03/05/2025 01:00
hbVhA4Yh,03/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Albirex Niigata,FC Tokyo,2.15,3.4,3.4,2.15,1.67,1.95,1.8,03/05/2025 02:00
EDJ18r35,03/05/2025,02:00,JAPAN,JAPAN: J1 LEAGUE,Shimizu S-Pulse,Nagoya Grampus,2.45,3.0,3.2,2.5,1.5,2.05,1.7,03/05/2025 02:00
I5GI402U,03/05/2025,03:00,JAPAN,JAPAN: J1 LEAGUE,Gamba Osaka,Shonan Bellmare,2.15,3.25,3.5,2.15,1.67,1.95,1.8,03/05/2025 03:00
8zczhNIO,03/05/2025,03:00,JAPAN,JAPAN: J1 LEAGUE,Kashima Antlers,Machida,2.9,3.1,2.5,2.4,1.53,2.05,1.7,03/05/2025 03:00
n1SpCQ3t,03/05/2025,03:00,JAPAN,JAPAN: J1 LEAGUE,Urawa Reds,Verdy,1.95,3.1,4.2,2.6,1.48,2.2,1.62,03/05/2025 03:00
MabpJaHN,03/05/2025,03:00,JAPAN,JAPAN: J1 LEAGUE,Vissel Kobe,Okayama,1.73,3.5,5.25,2.3,1.6,2.1,1.67,03/05/2025 03:00
MwN96MXH,03/05/2025,07:00,JAPAN,JAPAN: J1 LEAGUE,Kyoto,Cerezo Osaka,2.63,3.2,2.75,1.88,1.98,1.7,2.05,03/05/2025 07:00
6gNT7YIU,03/05/2025,01:00,JAPAN,JAPAN: J2 LEAGUE,Iwaki,Blaublitz,2.38,3.0,3.1,2.4,1.53,2.0,1.73,03/05/2025 01:00
xEVCBGJ5,03/05/2025,01:00,JAPAN,JAPAN: J2 LEAGUE,Vegalta Sendai,Renofa Yamaguchi,2.0,3.1,4.0,2.35,1.57,2.1,1.67,03/05/2025 01:00
Io6oQFYb,03/05/2025,01:30,JAPAN,JAPAN: J2 LEAGUE,Kofu,Tokushima,3.0,2.9,2.5,2.7,1.44,2.2,1.62,03/05/2025 01:30
ja4gOg3B,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Fujieda MYFC,Mito,2.75,3.3,2.5,2.05,1.8,1.8,1.91,03/05/2025 02:00
p0MR5omp,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Imabari,Iwata,2.15,3.5,3.1,2.08,1.73,1.83,1.83,03/05/2025 02:00
pvZK9flI,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Montedio Yamagata,Hokkaido Consadole Sapporo,2.25,3.6,2.9,1.73,2.08,1.62,2.2,03/05/2025 02:00
tnhS9F5F,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Oita Trinita,Kumamoto,2.5,3.0,2.9,2.4,1.53,2.0,1.73,03/05/2025 02:00
MJCxSy4n,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Omiya Ardija,Toyama,1.8,3.5,4.33,2.05,1.75,1.83,1.83,03/05/2025 02:00
jcPZ3PHd,03/05/2025,02:00,JAPAN,JAPAN: J2 LEAGUE,Sagan Tosu,Chiba,3.0,3.5,2.25,2.05,1.75,1.83,1.83,03/05/2025 02:00
YLlKByy3,03/05/2025,04:00,JAPAN,JAPAN: J2 LEAGUE,V-Varen Nagasaki,Ehime,1.6,4.1,5.0,1.7,2.1,1.8,1.91,03/05/2025 04:00
OY1ImuiD,03/05/2025,13:00,JORDAN,JORDAN: PREMIER LEAGUE,Al Wehdat,Al Ramtha,,,,,,,,03/05/2025 13:00
4Uv5BrqK,03/05/2025,13:00,JORDAN,JORDAN: PREMIER LEAGUE,Shabab Al Ordon,Al Hussein,,,,,,,,03/05/2025 13:00
SUSAnm7j,03/05/2025,07:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,Ulytau,Kairat Almaty,9.2,5.4,1.27,1.61,2.23,2.07,1.7,03/05/2025 07:00
S01FcDFi,03/05/2025,07:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,Zhenis,Aktobe,5.0,3.4,1.71,2.22,1.61,2.13,1.66,03/05/2025 07:00
tASduWaN,03/05/2025,08:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,Atyrau,Ordabasy,4.9,3.65,1.66,1.97,1.78,1.96,1.79,03/05/2025 08:00
Wbsuh9qT,03/05/2025,11:00,KAZAKHSTAN,KAZAKHSTAN: PREMIER LEAGUE,Turan,Zhetysu Taldykorgan,2.26,3.05,3.25,2.4,1.53,2.06,1.71,03/05/2025 11:00
UZY0nHOH,03/05/2025,07:00,KENYA,KENYA: PREMIER LEAGUE,Bidco United,Bandari,,,,,,,,03/05/2025 07:00
nB5R2x9b,03/05/2025,07:00,KENYA,KENYA: PREMIER LEAGUE,Mathare Utd.,Kakamega Homeboyz,,,,,,,,03/05/2025 07:00
Y7uhlwf5,03/05/2025,10:00,KENYA,KENYA: PREMIER LEAGUE,Tusker,Leopards,,,,,,,,03/05/2025 10:00
K2QV4xB4,03/05/2025,10:00,KOSOVO,KOSOVO: SUPERLIGA,Malisheva,Dukagjini,,,,,,,,03/05/2025 10:00
6abJeYXj,03/05/2025,15:00,KOSOVO,KOSOVO: SUPERLIGA,Prishtina,FC Ballkani,,,,,,,,03/05/2025 15:00
dzlwIm5S,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,2 Korriku,Kika,,,,,,,,03/05/2025 10:00
dxLoMv0n,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Besa Peja,Trepca 89,,,,,,,,03/05/2025 10:00
t2GRalqp,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Dinamo Ferizaj,Flamurtari,,,,,,,,03/05/2025 10:00
OMkVJ9zG,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Fushe Kosova,Prishtina e Re,,,,,,,,03/05/2025 10:00
z3lfIdaB,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Istogu,Rahoveci,,,,,,,,03/05/2025 10:00
2H4zbSDd,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Kek-U,Ramiz Sadiku,,,,,,,,03/05/2025 10:00
AonT3cpI,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Trepca Mitrovice,Mitrovica,,,,,,,,03/05/2025 10:00
UNdMLV53,03/05/2025,10:00,KOSOVO,KOSOVO: LIGA E PARE,Vjosa,Vushtrria,,,,,,,,03/05/2025 10:00
t6b8SGtK,03/05/2025,12:55,KUWAIT,KUWAIT: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al-Fahaheel,Al Tadamon,,,,,,,,03/05/2025 12:55
l817y06e,03/05/2025,11:35,KUWAIT,KUWAIT: DIVISION 1,Al Shabab,Al Jahra,,,,,,,,03/05/2025 11:35
r7fGZwy8,03/05/2025,14:05,KUWAIT,KUWAIT: DIVISION 1,Al Sulaibikhat,Al Sahel,,,,,,,,03/05/2025 14:05
8YXlXcoS,03/05/2025,08:30,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Dordoi Bishkek,Kyrgyzaltyn,,,,,,,,03/05/2025 08:30
zqITPFw2,03/05/2025,11:00,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Alga,Asiagoal Bishkek,,,,,,,,03/05/2025 11:00
vHOKRy9k,03/05/2025,11:00,KYRGYZSTAN,KYRGYZSTAN: PREMIER LIGA,Neftchi Kochkor-Ata,Ozgon,,,,,,,,03/05/2025 11:00
EZ2dJidL,03/05/2025,08:00,LATVIA,LATVIA: 1. LIGA WOMEN,Iecava/Olaine W,Metta W,,,,,,,,03/05/2025 08:00
8MXeLDR8,03/05/2025,08:00,LATVIA,LATVIA: 1. LIGA WOMEN,Riga FC W,RFS W,,,,,,,,03/05/2025 08:00
pYPEQWBj,03/05/2025,11:30,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Akhdar,Al Sadaqa,,,,,,,,03/05/2025 11:30
CvI0lz4c,03/05/2025,12:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Tahaddi,Al Ahly Benghazi,,,,,,,,03/05/2025 12:00
Yg69nEY9,03/05/2025,15:00,LIBYA,LIBYA: PREMIER LEAGUE - CHAMPIONSHIP GROUP,Al Nasr,Al Hilal Benghazi,,,,,,,,03/05/2025 15:00
2BuG863s,03/05/2025,11:00,LITHUANIA,LITHUANIA: A LYGA,Banga,Zalgiris,4.7,3.7,1.62,1.79,1.92,1.81,1.9,03/05/2025 11:00
AyqO6pYg,03/05/2025,12:30,LITHUANIA,LITHUANIA: A LYGA,Dziugas Telsiai,Dainava Alytus,2.19,3.2,3.05,2.26,1.57,1.99,1.73,03/05/2025 12:30
KflcTCpd,03/05/2025,12:00,LUXEMBOURG,LUXEMBOURG: BGL LIGUE,Hesperange,Dudelange,,,,,,,,03/05/2025 12:00
MuWHUfr1,03/05/2025,08:00,MACAO,MACAO: ELITE LEAGUE,Chiba,Sporting Macau,,,,,,,,03/05/2025 08:00
U5ZPSYCD,03/05/2025,10:00,MACAO,MACAO: ELITE LEAGUE,Hang Sai,University of Macau,,,,,,,,03/05/2025 10:00
vkbX9tlA,03/05/2025,12:00,MALTA,MALTA: PREMIER LEAGUE - SECOND STAGE - PLAY OUT,Balzan,Naxxar,,,,,,,,03/05/2025 12:00
rN4OB2Jc,03/05/2025,12:00,MALTA,MALTA: PREMIER LEAGUE - SECOND STAGE - PLAY OUT,Gzira,Melita,,,,,,,,03/05/2025 12:00
lv0pMc6E,03/05/2025,17:00,MARTINIQUE,MARTINIQUE: TROPHEE GERARD JANVION,Golden Lion,Golden Star,,,,,,,,03/05/2025 17:00
CnCmzmrI,03/05/2025,22:30,MEXICO,MEXICO: LIGA DE EXPANSION MX - CLAUSURA - PLAY OFFS - SEMI-FINALS,Atl. Morelia,Leones Negros,2.2,3.5,2.87,1.62,2.02,1.53,2.18,03/05/2025 22:30
xMivsX0n,03/05/2025,11:00,MOLDOVA,MOLDOVA: SUPER LIGA - RELEGATION GROUP,Floresti,Falesti,,,,,,,,03/05/2025 11:00
Y7RTMTFU,03/05/2025,11:00,MOLDOVA,MOLDOVA: SUPER LIGA - RELEGATION GROUP,Stauceni,Dacia Buiucani,,,,,,,,03/05/2025 11:00
4E438SKa,03/05/2025,14:00,MOLDOVA,MOLDOVA: SUPER LIGA - CHAMPIONSHIP GROUP,Milsami,Balti,,,,,,,,03/05/2025 14:00
C89WWKmB,03/05/2025,05:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Brera Ilch,Tuv Azarganuud,,,,,,,,03/05/2025 05:15
jit4ECXq,03/05/2025,08:15,MONGOLIA,MONGOLIA: PREMIER LEAGUE,Khaan Khuns-Erchim,Khovd,,,,,,,,03/05/2025 08:15
02DA6Anf,03/05/2025,16:00,MOROCCO,MOROCCO: BOTOLA PRO,Wydad,FAR Rabat,,,,,,,,03/05/2025 16:00
dUQTWmvn,03/05/2025,08:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Bucks Bucaneers,Khomas Nampol,,,,,,,,03/05/2025 08:00
jX58TEXg,03/05/2025,09:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Ongos,Eeshoke,,,,,,,,03/05/2025 09:00
Q9IpT5wB,03/05/2025,10:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Mighty Gunners,Julinho Sporting,,,,,,,,03/05/2025 10:00
OSbSfPed,03/05/2025,11:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Blue Boys,African Stars,,,,,,,,03/05/2025 11:00
YZLhRq8N,03/05/2025,11:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Blue Waters,Young Africans,,,,,,,,03/05/2025 11:00
4fUyVR8b,03/05/2025,11:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Okahandja,Cuca Tops,,,,,,,,03/05/2025 11:00
KCcPPWWI,03/05/2025,11:00,NAMIBIA,NAMIBIA: PREMIERSHIP,UNAM,Young Brazilians,,,,,,,,03/05/2025 11:00
naaHRh26,03/05/2025,12:00,NAMIBIA,NAMIBIA: PREMIERSHIP,Tigers,KK Palace,,,,,,,,03/05/2025 12:00
OQTrXN3l,03/05/2025,08:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Rijnsburgse Boys,De Treffers,,,,,,,,03/05/2025 08:30
rXVFTlcd,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Excelsior Maassluis,ACV Assen,,,,,,,,03/05/2025 09:30
buE2ihk3,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,GVVV,AFC,,,,,,,,03/05/2025 09:30
jZjyyX4M,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Hardenberg,Katwijk,,,,,,,,03/05/2025 09:30
4IhTxgzA,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Noordwijk,Barendrecht,,,,,,,,03/05/2025 09:30
AJX7VASq,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,RKAV Volendam,ADO 20 Heemskerk,,,,,,,,03/05/2025 09:30
r34KvF5c,03/05/2025,09:30,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Scheveningen,Jong Sparta Rotterdam,,,,,,,,03/05/2025 09:30
WjXjV1Y0,03/05/2025,10:45,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Jong Almere City,HFC,,,,,,,,03/05/2025 10:45
4xHAkWJF,03/05/2025,11:00,NETHERLANDS,NETHERLANDS: TWEEDE DIVISIE,Quick Boys,Spakenburg,,,,,,,,03/05/2025 11:00
tdFOk4bK,03/05/2025,09:00,NETHERLANDS,NETHERLANDS: EREDIVISIE WOMEN,Ajax W,Telstar W,,,,,,,,03/05/2025 09:00
06oKvvjJ,03/05/2025,09:00,NETHERLANDS,NETHERLANDS: EREDIVISIE WOMEN,AZ Alkmaar W,Den Haag W,,,,,,,,03/05/2025 09:00
SCw62srQ,03/05/2025,09:00,NETHERLANDS,NETHERLANDS: EREDIVISIE WOMEN,Feyenoord W,Excelsior W,,,,,,,,03/05/2025 09:00
Ygf3rMjf,03/05/2025,09:00,NETHERLANDS,NETHERLANDS: EREDIVISIE WOMEN,Heerenveen W,Utrecht W,,,,,,,,03/05/2025 09:00
vicBt0L6,03/05/2025,09:00,NETHERLANDS,NETHERLANDS: EREDIVISIE WOMEN,PEC Zwolle W,Twente W,,,,,,,,03/05/2025 09:00
